hidden_size_50.0,hidden_size_100.0,hidden_size_150.0,hidden_size_200.0
1.710491180419922,1.4849891662597656,1.4507020568847655,1.4257431030273438
1.678928680419922,1.4752069091796876,1.3988812255859375,1.4201611328125
1.693291473388672,1.5154904174804686,1.3980735778808593,1.400240936279297
1.6875665283203125,1.460101318359375,1.3871980285644532,1.4068057250976562
1.711564483642578,1.5320753479003906,1.430102081298828,1.4132424926757812
1.6985523986816409,1.4834385681152344,1.402940673828125,1.4070219421386718
1.6950041198730468,1.505444793701172,1.3931254577636718,1.4183554077148437
1.6755760192871094,1.4943643188476563,1.4028396606445312,1.4033416748046874
1.6863365173339844,1.511245574951172,1.3757652282714845,1.416025390625
1.7009222412109375,1.4734725952148438,1.4282177734375,1.4198876953125
1.6718057250976563,1.5054426574707032,1.405664520263672,1.3920452880859375
1.6767350769042968,1.529765625,1.427011260986328,1.4208497619628906
1.698431396484375,1.4937246704101563,1.3940493774414062,1.399479217529297
1.7201593017578125,1.512474822998047,1.3930538940429686,1.4440603637695313
1.693105926513672,1.4883795166015623,1.4105522155761718,1.4063772583007812
1.7215785217285156,1.507126007080078,1.365443572998047,1.4087258911132812
1.6831027221679689,1.4896368408203124,1.3693368530273438,1.4085845947265625
1.703336944580078,1.493609619140625,1.3724945068359375,1.3941343688964845
1.669366455078125,1.460439910888672,1.41728271484375,1.4131547546386718
1.670924072265625,1.4676797485351565,1.3990963745117186,1.4183734130859376
1.6600177001953125,1.4759902954101562,1.4120452880859375,1.4193896484375
1.6763272094726562,1.470682373046875,1.4218685913085938,1.4019480895996095
1.6833876037597657,1.4999917602539063,1.3952877807617188,1.4073068237304687
1.6992413330078124,1.4983251953125,1.4281578063964844,1.4029812622070312
1.6608163452148437,1.480148468017578,1.3724295043945312,1.3710087585449218
1.6575497436523436,1.4962515258789062,1.381070098876953,1.4066513061523438
1.6851423645019532,1.495232391357422,1.3946043395996093,1.4012037658691405
1.6611863708496093,1.5232379150390625,1.4075267028808591,1.4000030517578126
1.6846443176269532,1.517177734375,1.3863992309570312,1.4152992248535157
1.6678179931640624,1.4918394470214844,1.4398225402832032,1.3885499572753905
1.6650677490234376,1.4899737548828125,1.4334335327148438,1.3899960327148437
1.70552001953125,1.4903631591796875,1.4043618774414062,1.3992100524902344
1.680797119140625,1.4926036071777344,1.3983685302734374,1.3827638244628906
1.666179656982422,1.465478515625,1.3945109558105468,1.4066525268554688
1.6718429565429689,1.5002738952636718,1.3960507202148438,1.3832460021972657
1.6715310668945311,1.4816305541992187,1.4151556396484375,1.36658447265625
1.6656527709960938,1.4812806701660155,1.3800177001953124,1.4059169006347656
1.6803184509277345,1.473916015625,1.3787911987304688,1.4165170288085938
1.6602273559570313,1.5051336669921875,1.3832147216796875,1.4131864929199218
1.6694015502929689,1.474792785644531,1.3708840942382812,1.426195068359375
1.6760369873046874,1.486536865234375,1.3897499084472655,1.3873185729980468
1.6516598510742186,1.482064208984375,1.410680694580078,1.3806965637207032
1.6499102783203126,1.492572021484375,1.3714631652832032,1.3934075927734375
1.684105682373047,1.4932212829589844,1.4242982482910156,1.3607095336914063
